Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
719,M,Hindu,CSE,B8,B12,B6,211,337,196,JJS,MDT,TAT,50,54,68,29,78,46,60,71,75,75,52,68,35,48,34,60,50,36,35,86.52,86.44,86.79,81.82,76.92,100,83.58,74.19,81.97,73.47,71.21,62,67,65,45,81,58,69,48,45
720,M,Hindu,CSE,B2,B5,B4,50,126,128,IAM,CVM,MSS,69,76,84,51,91,63,55,79,89,73,46,64,80,64,77,76,93,60,74,90.91,95.08,92.93,89.19,86.67,100,76.19,86.57,88.89,80,87.3,78,81,92,86,86,69,74,82,54
721,F,Hindu,CSE,B4,B3,B3,111,72,94,PKS,MCD,VBY,71,77,87,68,79,74,97,86,71,87,59,58,85,74,76,70,89,70,83,91.36,95.52,95.92,97.44,100,100,96.77,100,93.33,96.08,96.92,58,67,77,84,59,75,79,74,66
722,F,Hindu,CSE,B8,B7,B4,234,182,124,NRM,VVV,PSP,73,63,57,47,75,62,64,79,70,60,59,72,71,61,66,84,67,49,72,98.88,94.92,98.11,96.97,92.31,100,92.54,88.71,95.31,94.64,87.72,88,69,73,66,69,80,82,76,AB
723,M,Hindu,CSE,B8,B7,B3,236,198,75,VVK,DPB,PSP,65,51,53,69,81,51,57,77,72,63,79,75,94,64,94,66,75,77,98,100,100,100,100,100,100,97.01,98.39,96.88,96.43,100,65,76,85,90,69,81,86,66,49
724,M,Hindu,CSE,B5,B2,B1,131,51,25,PJJ,CVM,DPS,74,80,88,68,89,79,82,86,76,100,73,77,92,89,90,84,71,79,89,91.86,86.89,95.15,85.71,86.67,100,93.44,96.83,95.24,94.34,92.42,87,88,83,94,76,92,79,84,76
725,M,Hindu,CSE,B13,B13,B7,379,374,234,JPM,HRS,PSP,37,35,51,26,54,45,82,70,71,69,23,45,31,46,29,41,43,42,36,83.72,90.32,83.51,82.93,71.43,100,83.33,81.97,79.71,90.57,78.69,42,42,66,58,63,52,53,63,58
726,M,Hindu,CSE,B1,B7,B4,28,203,135,VVK,RRT,PDO,62,71,68,50,63,52,48,61,76,77,70,61,87,64,73,72,75,58,84,97.75,96.43,96.26,94.29,100,100,100,96.77,90.63,96.43,98.25,77,63,69,79,71,68,74,67,41
727,M,Hindu,CSE,B3,B8,B6,87,234,185,DRS,ADB,NAS,68,56,80,44,70,55,65,59,74,60,49,58,75,53,61,72,53,43,73,94.12,93.55,97.94,92.68,86.67,100,90.63,90.48,89.23,96.08,87.3,64,63,62,73,64,57,58,65,38
728,M,Hindu,CSE,B13,B13,B7,388,388,240,VVK,MMP,VHA,15,29,42,28,64,42,78,50,68,69,12,40,22,36,27,24,56,39,35,86.05,72.58,79.38,78.05,71.43,100,80,68.85,78.26,83.02,72.13,27,29,81,51,45,45,58,67,61
729,M,Hindu,CSE,B7,B13,B7,186,376,235,PKS,JAZ,VHA,35,34,70,28,78,45,53,60,65,58,29,42,21,41,25,46,63,38,26,97.83,98.36,100,97.3,92.86,100,93.33,81.97,91.3,94.34,93.44,51,50,69,64,51,45,44,64,43
730,M,Hindu,CSE,B2,B8,B4,54,216,134,PKS,CVM,DPS,55,59,87,58,85,59,54,82,89,70,66,67,81,60,74,69,78,53,76,79.55,80.33,77.78,78.38,73.33,100,84.38,71.43,86.15,88.24,77.78,59,70,83,78,65,72,76,78,47
731,M,Hindu,CSE,B10,B2,B4,289,38,113,PAT,RRT,PDO,69,79,77,77,69,82,82,90,75,87,36,66,81,64,80,58,70,75,85,80.9,83.87,82.18,72.97,72.73,100,32.79,50.79,49.21,41.51,37.88,74,71,80,93,77,95,81,89,51
732,F,Hindu,CSE,B6,B2,B2,180,60,46,IJT,HPP,HRJ,72,73,82,73,85,76,82,80,83,87,66,81,87,80,89,80,85,68,88,84.27,89.23,89.8,83.78,90.91,100,96.72,95.24,93.65,96.23,93.94,78,82,87,97,78,90,81,76,50
733,M,Hindu,CSE,B1,B4,B2,7,116,72,NRM,SVC,NAS,78,69,80,57,89,59,76,76,88,86,70,72,75,68,78,81,92,65,82,100,100,98.13,100,100,100,100,100,95.52,92.59,100,81,78,86,87,81,85,78,74,58
734,M,Hindu,CST,B3,B2,D1,88,50,11,IAM,ARP,PKP,74,81,83,72,79,74,74,85,76,80,69,79,66,73,80,88,74,80,69,74.12,80.65,84.54,78.05,73.33,100,73.77,74.6,80.95,69.81,80.3,71,72,86,90,91,86,93,84,71
735,M,Hindu,CST,B10,B7,D4,290,207,142,HDS,MCD,MPH,48,65,85,50,67,70,83,69,77,89,38,42,84,61,78,65,73,51,92,75.28,83.87,79.21,78.38,72.73,100,68.66,64.52,70.31,76.79,73.68,50,47,49,69,65,57,54,74,29
736,M,Christian,CST,B11,B9,D6,327,248,199,PAT,RRT,SHP,41,53,81,63,79,60,58,69,84,78,27,36,78,46,78,40,81,59,78,78.31,74.19,80.39,75.68,87.5,100,71.88,77.05,86.27,82.76,81.43,40,39,66,51,64,62,66,64,55
737,M,Hindu,CST,B11,B8,D3,311,223,85,ANR,MMP,MVK,50,60,80,52,83,66,73,74,65,77,47,63,79,73,69,57,82,60,81,85.54,80.65,88.24,81.08,81.25,100,87.5,87.3,80,86.27,79.37,58,62,86,66,63,76,82,68,54
738,M,Hindu,CST,B13,B6,D2,392,155,55,HSP,ARP,SHP,51,52,67,73,79,75,84,83,47,63,47,69,72,80,71,67,77,76,78,100,100,100,100,100,100,96.67,100,94.83,100,95.45,56,67,83,80,79,82,96,78,51
739,M,Hindu,CST,B11,B9,D5,317,244,165,VHP,DBP,SDP,46,64,86,47,76,61,79,71,65,80,36,44,77,57,72,48,44,54,75,90.36,93.55,92.16,89.19,100,100,78.13,86.89,96.08,84.48,92.86,64,61,60,68,74,59,69,77,54
740,M,Hindu,CST,B8,B12,D6,227,357,209,HSP,MCD,PKP,36,50,54,31,72,48,57,70,72,59,33,49,23,49,28,54,61,36,35,96.63,100,87.74,93.94,84.62,100,94.03,88.71,95.08,91.84,84.85,66,60,63,67,63,54,44,90,62
741,M,Muslim,CST,B10,B12,D7,293,356,223,VVK,SVC,PKP,41,45,66,37,66,43,75,65,77,90,31,46,18,31,17,39,49,38,19,93.26,91.94,95.05,89.19,100,100,88.06,87.1,86.89,65.31,80.3,60,46,91,46,68,47,65,56,41
742,M,Hindu,CST,B9,B3,D2,244,90,57,PJJ,HPP,SDP,72,53,64,78,79,74,83,73,96,73,61,56,61,66,68,73,91,68,52,100,100,98.13,100,100,100,87.1,94.12,96.67,90.2,96.92,73,67,75,86,83,84,94,72,48
743,M,Hindu,CST,B1,B4,D1,22,99,32,JJS,ADB,ZMP,69,79,80,54,94,68,65,91,89,93,72,69,78,73,80,87,89,60,76,82.02,87.5,82.24,85.71,92.31,100,91.94,93.33,82.09,87.04,90.48,82,81,87,81,83,78,90,93,82
744,M,Hindu,CST,B4,B8,D4,117,236,124,JJS,SVC,MPH,63,67,81,48,68,45,84,68,73,77,53,51,76,44,77,60,73,54,82,85.19,86.57,77.55,74.36,80,100,73.44,76.19,75.38,76.47,77.78,42,38,50,63,76,65,84,67,46
745,M,Hindu,CST,B9,B13,D7,260,367,228,VHP,MDT,SHP,45,37,69,34,58,39,68,54,80,60,29,43,18,35,21,39,48,37,26,90.24,95.16,98.13,97.06,100,100,83.33,73.77,71.01,77.36,88.52,46,43,84,30,54,46,60,69,43
746,M,Hindu,CST,B9,B7,D4,266,193,120,BPD,MMP,SDP,58,68,82,58,76,56,81,71,77,73,49,46,86,53,79,69,70,52,91,90.24,90.32,91.59,91.18,93.33,100,83.58,80.65,82.81,92.86,80.7,52,55,73,68,74,68,77,86,54
747,F,Hindu,CST,B11,B9,D5,319,255,178,PKS,HPP,MPH,41,59,56,41,64,73,67,71,63,86,35,44,65,52,53,49,52,54,70,100,96.77,98.04,100,100,100,93.75,100,100,96.55,97.14,66,43,71,68,64,57,41,65,45
748,F,Hindu,CST,B5,B6,D2,130,156,61,PKS,CVM,MPH,64,71,91,48,88,68,74,73,92,95,62,60,86,70,79,64,82,60,87,81.4,86.89,91.26,85.71,86.67,100,75,92.31,89.66,92.31,72.73,53,59,90,86,76,68,84,92,62
749,M,Hindu,CST,B11,B10,D3,320,274,102,PJJ,DBP,SDP,42,54,66,51,88,59,48,80,89,83,42,54,64,63,62,72,44,65,90,81.93,82.26,92.16,86.49,87.5,100,93.55,86.67,95,73.21,83.58,68,75,75,80,81,66,91,88,68
750,F,Hindu,CST,B10,B9,D5,294,267,147,IJT,MCD,SDP,64,52,67,38,49,55,77,74,57,83,62,46,69,53,60,51,61,45,65,96.63,100,96.04,94.59,90.91,100,92.19,96.72,100,98.28,98.57,65,75,67,65,59,55,55,70,49
751,F,Hindu,CST,B12,B13,D6,360,363,215,BPD,DPB,SHP,33,45,53,35,60,49,79,58,58,71,40,54,32,41,50,41,53,37,48,82.76,86.96,90.8,84.21,87.5,100,71.67,90.16,92.75,83.02,75.41,52,45,52,48,70,37,41,77,37
752,M,Hindu,CST,B12,B3,D1,333,77,24,DRS,VVV,DVB,64,66,78,81,80,77,83,88,79,85,50,77,89,82,94,54,95,87,95,100,100,100,100,100,100,100,100,100,100,100,53,79,82,93,72,96,79,77,71
753,M,Hindu,CST,B8,B13,D7,235,380,224,ANR,ARP,SDP,34,29,51,29,77,40,56,55,77,57,25,50,45,34,42,49,68,48,51,76.4,94.92,83.96,90.91,76.92,100,96.67,88.52,85.51,83.02,81.97,60,42,79,54,67,49,78,53,34
754,M,Hindu,CST,B4,B3,D1,99,69,18,DJU,ADB,ZPB,74,81,77,69,81,66,85,80,68,74,76,70,67,72,67,83,88,76,62,87.65,91.04,90.82,92.31,93.33,100,87.1,79.41,91.67,82.35,84.62,77,75,90,87,76,88,89,83,62
755,M,Hindu,CST,B8,B12,D6,219,360,185,DRS,HPP,ZMP,43,34,59,40,75,47,60,70,67,62,44,52,5,49,7,55,74,43,10,95.51,93.22,97.17,87.88,92.31,100,89.55,74.19,90.16,85.71,72.73,55,50,93,60,49,60,51,61,54
756,M,Christian,CST,B1,B4,D1,19,95,17,BPD,ARP,PCS,75,71,75,67,90,59,76,74,76,93,78,75,75,73,70,87,91,65,75,91.01,94.64,90.65,91.43,84.62,100,85.48,95,85.07,92.59,85.71,83,84,86,79,67,85,93,79,60
757,M,Hindu,CST,B11,B10,D4,308,273,119,PAT,DPB,PKP,46,56,60,42,76,62,70,60,76,74,41,64,50,48,50,67,59,52,53,92.77,91.94,94.12,94.59,100,100,96.77,90,95,85.71,92.54,58,65,58,74,72,54,78,89,58
758,M,Hindu,CST,B9,B5,D2,249,136,41,JJS,JAZ,ZMP,64,64,75,57,82,72,83,82,86,78,53,67,87,84,85,58,96,74,91,82.93,85.48,82.24,85.29,73.33,100,76.19,94.03,87.3,80,90.48,86,63,77,89,100,83,96,85,71
759,F,Hindu,CST,B11,B10,D5,316,282,163,HSP,MCD,SHP,58,58,35,31,35,55,35,70,62,88,44,57,46,48,60,53,71,54,46,98.8,100,96.08,91.89,100,100,100,100,100,100,100,64,63,73,62,77,52,64,87,47
760,M,Hindu,CST,B13,B13,D7,373,386,237,HSP,SVC,MVK,26,34,70,27,56,35,66,50,78,58,25,44,52,33,52,42,42,44,56,95.35,96.77,91.75,95.12,100,100,90,98.36,94.2,86.79,95.08,42,42,69,40,47,54,62,59,25
761,F,Hindu,CST,B12,B12,D7,342,358,216,BPD,MMP,PKP,27,46,75,35,57,57,66,69,77,62,40,42,20,51,28,51,50,39,24,75.86,75.36,86.21,76.32,75,100,92.54,85.48,88.52,87.76,81.82,39,28,46,45,45,48,60,55,39
762,F,Hindu,CST,B5,B5,D2,129,138,48,DAS,DPB,SDP,71,60,80,52,87,73,70,73,87,85,67,68,90,60,85,69,94,61,85,90.7,96.72,94.17,91.43,93.33,100,95.24,91.04,90.48,94,95.24,81,81,82,91,60,65,85,94,60
763,F,Hindu,CST,B11,B7,D3,303,202,88,PJJ,MDT,MPH,54,63,81,48,81,70,74,78,66,91,48,58,94,59,87,69,60,65,96,100,100,100,100,100,100,95.52,85.48,90.63,91.07,87.72,61,48,85,76,76,68,79,84,54
764,M,Hindu,CST,B12,B10,D5,356,288,148,DAS,DPB,MVK,55,49,67,50,81,46,70,60,73,79,46,59,55,48,51,44,65,46,59,85.06,91.3,95.4,84.21,81.25,100,90.32,81.67,90,78.57,79.1,53,56,73,68,80,53,83,64,41
765,M,Hindu,CST,B8,B11,D6,213,322,207,PAT,MDT,ZPB,44,46,70,40,80,56,64,83,75,75,32,45,53,37,47,55,64,45,60,94.38,79.66,86.79,81.82,92.31,100,88.52,86.67,77.78,74,75.81,56,40,67,63,74,55,60,71,49
766,M,Hindu,CST,B12,B9,D5,332,254,156,IJT,HRS,SDP,48,65,50,38,74,64,73,67,77,69,51,51,50,43,48,55,54,49,51,100,100,100,97.37,100,100,95.31,96.72,100,89.66,88.57,64,66,73,62,47,50,68,76,37
767,M,Hindu,CST,B9,B12,D6,242,345,208,DAS,HPP,SHP,34,46,78,41,52,53,83,80,86,71,39,42,8,46,9,52,69,43,8,90.24,91.94,91.59,94.12,100,100,91.04,80.65,90.16,89.8,86.36,46,49,80,56,56,50,62,81,58
768,M,Hindu,CST,B13,B13,D6,371,369,205,DRS,ADB,MPH,36,42,68,22,54,55,78,70,96,40,26,55,35,58,38,56,69,57,38,89.53,91.94,86.6,85.37,85.71,100,98.33,96.72,91.3,96.23,100,49,44,58,49,70,48,68,84,58
769,M,Hindu,CST,B13,B11,D5,382,325,159,JJS,PBS,DVB,40,45,72,33,66,67,81,79,56,71,29,62,71,60,48,62,81,45,66,91.86,85.48,95.88,92.68,100,100,95.08,96.67,98.61,94,95.16,45,49,75,60,54,56,62,92,70
770,M,Hindu,CST,B12,B10,D5,353,300,164,IAM,HPP,PKP,35,59,61,34,65,66,74,83,44,79,43,50,62,57,62,71,50,44,66,88.51,81.16,87.36,84.21,87.5,100,93.55,85,88.33,92.86,83.58,49,48,64,46,53,44,53,78,61
771,M,Hindu,CST,B12,B7,D4,357,206,144,PKS,SVC,ZPB,50,62,70,57,75,66,69,74,70,76,41,56,92,40,78,58,66,51,90,94.25,98.55,97.7,86.84,81.25,100,85.07,77.42,87.5,89.29,85.96,52,39,59,50,81,49,77,72,57
772,F,Hindu,CST,B12,B9,D4,362,268,139,JPM,MMP,MVK,50,57,66,46,56,56,66,70,78,62,51,52,54,48,55,61,64,56,41,75.86,71.01,97.7,68.42,81.25,100,82.81,95.08,92.16,86.21,84.29,56,55,61,53,70,57,77,79,50
773,M,Hindu,CST,B9,B12,D7,250,338,219,DJU,RRT,ZMP,40,52,58,41,78,45,81,82,76,73,23,45,50,40,48,43,62,48,56,85.37,88.71,89.72,88.24,80,100,85.07,74.19,78.69,83.67,66.67,40,33,59,38,59,55,69,80,55
774,M,Hindu,CST,B13,B10,D5,383,289,167,DJU,DBP,ZMP,47,43,62,55,79,55,71,73,73,60,32,50,46,59,49,53,63,50,44,93.02,88.71,93.81,90.24,92.86,100,82.26,80,78.33,92.86,79.1,39,40,62,62,60,45,78,81,48
775,F,Hindu,CST,B4,B5,D2,120,149,59,HDS,HRS,ZMP,82,62,73,44,67,66,90,66,80,83,63,67,78,64,67,68,93,54,81,92.59,86.57,92.86,84.62,80,100,80.95,92.54,88.89,80,84.13,77,74,79,73,82,77,90,72,51
776,F,Hindu,CST,B10,B4,D2,277,91,58,IAM,JAZ,MVK,70,63,85,57,66,85,82,84,82,83,48,64,69,78,76,72,95,57,80,100,100,98.02,100,100,100,100,100,98.51,90.74,96.83,76,66,81,70,73,67,92,88,65
777,M,Hindu,CST,B9,B6,D3,259,171,84,HSP,CVM,SDP,70,52,69,57,87,68,86,79,77,71,47,59,84,68,82,64,82,58,81,95.12,91.94,94.39,97.06,100,100,96.67,100,98.28,100,86.36,66,60,79,65,80,69,100,87,63
778,M,Hindu,CST,B10,B5,D3,286,142,90,JPM,MDT,ZPB,57,66,55,54,58,79,82,70,59,83,56,60,77,59,75,60,92,59,79,100,100,100,100,100,100,100,100,100,100,100,80,82,75,82,84,64,76,74,50
779,M,Hindu,CST,B10,B9,D4,300,251,127,PKS,SVC,SHP,55,70,59,45,67,46,79,59,77,80,49,54,39,49,53,61,82,53,41,96.63,100,96.04,97.3,100,100,85.94,93.44,94.12,100,94.29,82,73,81,60,77,69,88,61,36
780,M,Hindu,CST,B9,B12,D4,262,332,141,PKS,VVV,DVB,48,44,77,43,55,47,68,78,81,58,49,61,52,48,51,70,69,44,54,86.59,91.94,82.24,79.41,80,100,85.07,79.03,78.69,87.76,72.73,70,74,50,58,68,50,80,79,56
781,M,Hindu,CST,B1,B8,D5,13,225,162,HSP,HPP,ZPB,59,62,78,42,84,64,74,73,81,89,30,54,66,40,64,60,78,49,67,85.39,75,88.79,85.71,92.31,100,89.06,79.37,87.69,98.04,80.95,56,58,77,58,66,51,75,87,50
782,M,Hindu,CST,B7,B12,D5,198,336,155,VVK,CVM,PKP,47,51,97,33,80,49,74,67,84,84,42,53,35,65,36,48,78,39,35,89.13,85.25,80.21,83.78,85.71,100,79.1,80.65,83.61,81.63,75.76,62,39,64,58,47,46,67,77,53
783,M,Hindu,CST,B10,B11,D3,272,312,109,NRM,MCD,SHP,40,47,56,42,56,61,83,77,70,89,37,61,55,74,64,73,63,54,63,88.76,96.77,93.07,94.59,81.82,100,96.72,96.67,98.61,96,95.16,64,73,74,68,64,67,69,90,66
784,F,Hindu,CST,B9,B6,D3,270,172,78,PAT,MDT,DVB,68,62,68,44,59,72,72,76,79,58,55,58,78,72,67,68,79,64,73,91.46,93.55,91.59,91.18,86.67,100,80,96.92,89.66,96.92,80.3,83,70,69,71,80,83,95,70,42
785,F,Hindu,CST,B9,B3,D1,264,88,21,PVS,MMP,SDP,67,76,79,60,72,77,93,85,80,66,69,76,48,75,54,90,83,66,55,100,100,98.13,100,100,100,90.32,88.24,95,90.2,93.85,76,80,92,82,84,86,87,86,74
786,M,Hindu,CST,B10,B11,D6,287,326,206,JJS,SVC,PCS,37,48,50,39,57,60,79,69,72,86,26,46,57,56,43,48,68,42,55,93.26,95.16,96.04,89.19,100,100,93.44,96.67,93.06,88,95.16,44,50,83,50,52,51,46,78,48
787,M,Hindu,CST,B8,B2,D1,216,34,8,ANR,DBP,PCS,86,75,64,70,87,79,59,86,87,69,71,84,81,78,84,85,77,72,84,97.75,100,98.11,100,100,100,96.72,100,100,100,100,67,86,90,90,87,90,96,86,68
788,F,Hindu,CST,B11,B8,D3,328,240,104,HDS,HPP,ZMP,55,59,69,42,80,65,49,73,71,87,40,64,84,56,82,58,67,62,82,100,100,100,100,100,100,100,100,100,100,95.24,56,43,69,70,86,61,76,90,45
789,M,Hindu,CST,B13,B13,D7,390,389,234,DRS,HRS,SHP,17,30,49,28,63,39,73,67,51,62,18,37,14,41,34,44,33,47,41,88.37,98.39,89.69,87.8,100,100,91.67,86.89,81.16,92.45,91.8,35,41,57,39,45,57,57,75,32
790,M,Hindu,CST,B12,B1,D1,343,9,1,JPM,ADB,SHP,78,85,82,72,94,93,80,89,82,87,81,91,93,92,93,86,77,84,93,100,97.1,100,94.74,100,100,91.18,96.77,88.52,90.57,93.55,88,95,97,95,100,97,100,97,58
791,M,Jain,CST,B10,B4,D2,288,103,43,DJU,MMP,MPH,66,72,69,51,53,81,77,76,62,87,61,73,82,77,80,79,97,61,90,89.89,95.16,92.08,89.19,90.91,100,98.39,95,85.07,90.74,93.65,75,78,82,72,80,65,93,94,66
792,M,Hindu,CST,B10,B9,D4,394,259,126,DAS,DBP,ZPB,46,56,65,39,64,71,79,80,75,92,32,56,71,70,63,65,80,46,71,78.65,88.71,78.22,72.97,72.73,100,79.69,86.89,96.08,82.76,84.29,59,77,70,65,64,64,79,88,65
793,M,Hindu,CST,B10,B2,D2,280,57,50,DAS,MCD,ZMP,65,82,86,69,74,81,82,61,74,89,41,68,93,69,89,66,74,74,92,93.26,88.71,92.08,89.19,90.91,100,85.25,82.54,80.95,84.91,78.79,52,49,77,69,75,85,94,81,65
794,M,Hindu,CST,B11,B8,D4,321,226,121,PVS,JAZ,MVK,42,55,61,61,92,69,74,66,86,83,37,52,74,62,73,43,73,59,74,92.77,83.87,95.1,89.19,87.5,100,89.06,92.06,83.08,100,90.48,40,47,63,54,89,82,91,78,53
795,M,Hindu,CST,B7,B11,D6,208,323,195,IAM,RRT,DVB,38,59,74,36,77,53,53,62,73,56,34,53,49,42,36,48,67,42,47,93.48,96.72,97.92,100,100,100,91.8,93.33,90.28,92,98.39,50,62,91,48,72,51,66,63,42
796,M,Muslim,CST,B9,B10,D3,256,278,103,IJT,RRT,MVK,63,45,64,48,62,48,68,45,82,57,55,60,68,57,73,50,50,65,80,98.78,93.55,93.46,97.06,100,100,96.77,98.33,95,100,100,59,55,77,67,86,80,99,56,31
797,M,Hindu,CST,B4,B3,D1,119,89,26,PAT,HRS,PCS,75,77,77,55,82,72,66,84,82,89,70,72,94,77,91,77,92,69,93,96.3,100,97.96,97.44,100,100,100,100,96.67,98.04,98.46,87,89,88,93,89,87,95,86,69
798,F,Hindu,CST,B1,B3,D1,23,73,12,DJU,MMP,SDP,74,79,81,60,89,76,67,77,77,89,67,76,82,84,91,82,93,74,91,95.51,94.64,94.39,91.43,92.31,100,88.71,77.94,95,84.31,90.77,78,80,92,90,76,79,85,81,73
799,F,Hindu,CST,B10,B11,D5,282,317,179,PJJ,VVV,PCS,57,45,65,36,55,52,77,69,59,84,43,44,49,40,46,79,65,46,55,83.15,83.87,88.12,83.78,81.82,100,73.77,75,87.5,100,88.71,57,70,66,58,68,63,59,72,50
800,M,Muslim,CST,B10,B9,D7,291,263,226,NRM,RRT,ZMP,54,54,59,45,74,58,76,79,59,81,30,34,53,33,54,38,62,39,58,92.13,88.71,89.11,91.89,81.82,100,81.25,67.21,86.27,79.31,85.71,52,38,77,43,48,54,46,63,35
801,M,Hindu,CST,B10,B10,D5,283,290,157,PVS,ARP,MVK,47,45,58,43,66,64,81,72,77,83,35,58,73,48,59,44,72,55,82,93.26,95.16,97.03,91.89,100,100,96.77,100,93.33,100,95.52,49,50,76,65,71,53,75,62,43
802,M,Hindu,CST,B11,B8,D5,325,235,150,JJS,PBS,DVB,49,62,70,42,69,70,48,79,48,82,34,62,77,53,62,48,75,48,73,87.95,83.87,88.24,86.49,75,100,87.5,87.3,78.46,94.12,79.37,61,70,57,64,54,47,71,93,68
803,M,Hindu,CST,B10,B8,D4,285,218,133,BPD,RRT,MPH,66,60,69,46,72,59,84,48,78,88,46,52,87,50,76,57,66,47,83,92.13,95.16,94.06,86.49,81.82,100,82.81,84.13,84.62,80.39,84.13,41,52,69,33,74,54,91,53,32
804,M,Hindu,CST,B9,B12,D7,253,347,225,NRM,VVV,MVK,43,44,69,35,69,49,81,64,76,68,33,43,49,34,56,51,56,32,55,86.59,82.26,79.44,88.24,86.67,100,83.58,83.87,85.25,87.76,78.79,50,44,51,41,63,45,62,70,45
805,M,Muslim,CST,B11,B13,D7,313,366,229,IJT,CVM,PKP,35,39,49,39,67,43,52,57,81,78,30,36,35,44,37,39,70,39,27,60.24,66.13,60.78,64.86,68.75,100,48.33,47.54,33.33,45.28,42.62,37,38,54,58,57,50,70,58,38
806,M,Hindu,CST,B13,B10,D3,365,292,108,PAT,MDT,ZPB,55,50,39,42,81,51,74,71,85,62,53,59,60,61,60,60,55,56,55,88.37,88.71,87.63,92.68,100,100,88.71,88.33,86.67,85.71,88.06,68,61,72,60,79,70,72,63,42
807,M,Muslim,CST,B11,B12,D5,331,331,180,VVK,JAZ,ZPB,38,49,74,35,74,60,43,75,80,74,36,57,19,53,33,49,61,40,35,65.06,83.87,70.59,91.89,100,100,89.55,88.71,80.33,87.76,77.27,40,38,59,52,72,49,44,73,46
808,M,Hindu,CST,B10,B12,D6,296,342,183,IAM,MCD,SDP,37,52,63,37,67,50,77,51,76,88,34,50,51,55,57,56,69,43,56,89.89,91.94,88.12,83.78,72.73,100,77.61,90.32,78.69,91.84,84.85,45,43,69,47,51,47,63,48,37
809,M,Hindu,CST,B11,B8,D5,306,238,146,JJS,MMP,PKP,41,63,72,49,79,70,76,84,64,79,34,50,84,58,63,49,56,57,75,96.39,95.16,98.04,91.89,93.75,100,98.44,93.65,98.46,100,92.06,49,47,66,68,72,65,85,87,53
810,M,Muslim,CST,B9,B12,D7,245,355,227,PVS,PBS,DVB,35,50,79,41,63,41,81,53,78,64,33,37,67,37,57,38,65,38,70,100,100,98.13,100,100,100,92.54,95.16,90.16,91.84,93.94,39,38,55,40,62,40,60,65,37
811,M,Hindu,CST,B9,B11,D6,268,329,200,JJS,HRS,PKP,37,52,65,34,56,60,84,83,85,60,33,40,59,57,48,61,66,44,67,85.37,75.81,84.11,76.47,46.67,100,83.61,80,79.17,72,72.58,42,44,63,62,64,58,63,90,61
812,M,Hindu,CST,B7,B4,D1,205,100,33,PKS,PBS,DVB,75,69,95,60,89,67,58,85,84,74,77,70,68,73,70,84,90,52,62,91.3,86.89,89.58,91.89,92.86,100,83.87,88.33,86.57,87.04,98.41,84,90,92,89,86,85,89,88,78
813,M,Hindu,CST,B10,B11,D5,295,320,173,DRS,ARP,PKP,40,56,61,39,64,52,83,59,79,88,38,47,78,45,62,58,81,56,78,95.51,100,96.04,94.59,90.91,100,98.36,98.33,100,96,90.32,65,74,88,79,73,68,96,70,41
814,M,Hindu,CST,B13,B9,D3,372,265,92,IAM,PBS,PKP,51,48,73,45,73,66,77,68,73,76,53,54,78,68,68,71,77,61,74,93.02,88.71,89.69,97.56,100,100,87.5,88.52,96.08,81.03,88.57,68,65,85,75,86,67,82,70,43
815,M,Hindu,CST,B12,B7,D3,351,190,100,IJT,PBS,SHP,64,57,81,57,79,62,68,47,48,69,42,56,84,60,69,65,74,63,87,87.36,84.06,89.66,81.58,81.25,100,88.06,85.48,79.69,85.71,91.23,62,56,75,86,82,79,84,76,43
816,M,Hindu,CST,B12,B10,D5,338,297,161,PKS,MCD,PCS,57,45,53,35,56,59,87,70,77,83,56,51,47,47,56,37,65,48,46,86.21,81.16,82.76,78.95,81.25,100,82.26,81.67,78.33,69.64,76.12,52,39,75,37,72,49,39,68,46
817,M,Hindu,CST,B11,B11,D6,304,324,197,BPD,ADB,PCS,46,43,55,45,76,51,49,63,83,78,28,54,57,35,50,52,70,47,56,90.36,96.77,86.27,89.19,100,100,93.44,90,90.28,98,95.16,59,57,73,62,66,66,75,59,58
818,F,Hindu,CST,B11,B4,D2,309,119,54,HDS,HRS,ZPB,60,72,64,55,74,75,69,76,69,90,56,69,87,71,73,80,93,57,77,97.59,100,97.06,97.3,100,100,96.77,96.67,95.52,96.3,96.83,86,84,73,77,86,63,81,90,55
819,F,Hindu,CST,B13,B7,D2,377,186,62,PJJ,CVM,PCS,50,57,40,56,80,79,85,67,79,78,57,70,95,76,98,58,71,61,95,87.21,82.26,90.72,87.8,92.86,100,80.6,87.1,89.06,82.14,91.23,79,74,88,86,70,74,94,91,60
